"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20230303","2","41760","21310","20370","-2930","2.05","29990","19910","18870","-2930","11770","1400","1500","-"
"1306","20230303","2","414960","58220","388790","53700","1.07","306280","66530","349330","75850","108680","-8310","39460","-22150"
"1308","20230303","2","1500","-3700","106300","-8900","0.01","300","-1400","106300","-8900","1200","-2300","-","-"
"1309","20230303","2","1649","-30","-","-","-","667","-51","-","-","982","21","-","-"
"1311","20230303","2","4910","-40","2220","10","2.21","840","-70","2220","10","4070","30","-","-"
"1312","20230303","3","1","-12","20","-20","0.05","1","-12","20","-20","-","-","-","-"
"1319","20230303","2","66000","-","-","-","-","-","-","-","-","66000","-","-","-"
"1320","20230303","2","33824","4699","35962","7570","0.94","20501","5190","33893","7570","13323","-491","2069","-"
"1321","20230303","2","130580","6968","164856","35189","0.79","117720","10677","154568","30939","12860","-3709","10288","4250"
"1322","20230303","2","2390","80","-","-","-","480","40","-","-","1910","40","-","-"
"1324","20230303","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20230303","2","221300","300","21100","7500","10.49","53800","800","21100","7500","167500","-500","-","-"
"1326","20230303","2","560","-65","14","-37","40","515","-65","14","-37","45","-","-","-"
"1328","20230303","2","9820","-2480","4110","1010","2.39","4560","-2520","4110","1010","5260","40","-","-"
"1329","20230303","2","2048","-219","4168","789","0.49","1331","-241","4168","789","717","22","-","-"
"1330","20230303","2","15490","-9150","31610","7700","0.49","11830","-8970","31610","7700","3660","-180","-","-"
"1343","20230303","2","200010","19260","22250","-12710","8.99","107920","4000","22150","-12710","92090","15260","100","-"
"1345","20230303","2","41900","4300","3100","-3500","13.52","16000","3200","3000","-3500","25900","1100","100","-"
"1346","20230303","2","3437","-869","6722","1651","0.51","2745","-951","6722","1651","692","82","-","-"
"1348","20230303","2","2980","-2310","2370","-620","1.26","2530","-2290","2370","-620","450","-20","-","-"
"1349","20230303","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1356","20230303","2","925700","94260","171530","-1810","5.4","603400","88960","171530","-1810","322300","5300","-","-"
"1357","20230303","2","113712770","29438623","8310933","-527775","13.68","78546888","25541329","8310929","-527775","35165882","3897294","4","-"
"1358","20230303","2","10281","-2699","11307","3463","0.91","7209","-1834","11307","3463","3072","-865","-","-"
"1360","20230303","2","11621770","2565970","809670","-80620","14.35","7215850","1854150","809660","-79910","4405920","711820","10","-710"
"1364","20230303","2","112","8","42","-1","2.67","14","5","42","-1","98","3","-","-"
"1365","20230303","2","40072","-7222","13883","3469","2.89","7335","-6422","13883","3469","32737","-800","-","-"
"1366","20230303","2","954346","105803","292999","-240","3.26","692322","158410","292999","-240","262024","-52607","-","-"
