"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20230310","2","16890","-24870","16710","-3660","1.01","6710","-23280","15210","-3660","10180","-1590","1500","-"
"1306","20230310","2","394980","-19980","419520","30730","0.94","283480","-22800","385780","36450","111500","2820","33740","-5720"
"1308","20230310","2","8300","6800","109900","3600","0.08","7300","7000","109900","3600","1000","-200","-","-"
"1309","20230310","2","1726","77","-","-","-","705","38","-","-","1021","39","-","-"
"1311","20230310","2","5820","910","2630","410","2.21","860","20","2630","410","4960","890","-","-"
"1319","20230310","2","67000","1000","-","-","-","-","-","-","-","67000","1000","-","-"
"1320","20230310","2","27337","-6487","42098","6136","0.65","14779","-5722","40029","6136","12558","-765","2069","-"
"1321","20230310","2","182740","52160","200568","35712","0.91","172641","54921","189021","34453","10099","-2761","11547","1259"
"1322","20230310","2","2490","100","-","-","-","510","30","-","-","1980","70","-","-"
"1324","20230310","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20230310","2","225500","4200","8500","-12600","26.53","59000","5200","8500","-12600","166500","-1000","-","-"
"1326","20230310","2","574","14","-","-14","-","529","14","-","-14","45","-","-","-"
"1328","20230310","2","9930","110","3540","-570","2.81","4200","-360","3540","-570","5730","470","-","-"
"1329","20230310","2","1310","-738","4655","487","0.28","632","-699","4655","487","678","-39","-","-"
"1330","20230310","2","13880","-1610","35300","3690","0.39","11320","-510","35300","3690","2560","-1100","-","-"
"1343","20230310","2","176380","-23630","25070","2820","7.04","83510","-24410","24970","2820","92870","780","100","-"
"1345","20230310","2","42600","700","4800","1700","8.88","17400","1400","4700","1700","25200","-700","100","-"
"1346","20230310","2","1810","-1627","7011","289","0.26","1392","-1353","7011","289","418","-274","-","-"
"1348","20230310","2","3120","140","4550","2180","0.69","2470","-60","4550","2180","650","200","-","-"
