"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20240126","2","30730","1290","12140","950","2.53","11910","670","10640","950","18820","620","1500","-"
"1306","20240126","2","398380","2160","333140","-28560","1.2","211730","-26960","296810","2830","186650","29120","36330","-31390"
"1308","20240126","2","82308","-912","26745","-2423","3.08","41118","-10436","26745","-2423","41190","9524","-","-"
"1309","20240126","2","1832","10","-","-","-","559","-53","-","-","1273","63","-","-"
"1311","20240126","2","16880","-1150","1290","-270","13.09","14350","3650","1290","-270","2530","-4800","-","-"
"1319","20240126","2","82000","-7000","-","-","-","-","-1000","-","-","82000","-6000","-","-"
"1320","20240126","2","24446","1915","24066","-7413","1.02","21191","778","22664","-7413","3255","1137","1402","-"
"1321","20240126","2","175678","-6204","147751","-5356","1.19","131752","-12735","145506","-5356","43926","6531","2245","-"
"1322","20240126","2","3730","-80","-","-","-","1500","420","-","-","2230","-500","-","-"
"1324","20240126","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20240126","2","211500","-39400","10700","-800","19.77","69700","-8200","10700","-800","141800","-31200","-","-"
"1326","20240126","2","685","-6","31","-","22.1","443","-6","31","-","242","-","-","-"
"1328","20240126","2","24590","-1050","4630","30","5.31","13310","-1200","4630","30","11280","150","-","-"
"1329","20240126","2","10785","3524","4577","-2570","2.36","5124","1557","4577","-2570","5661","1967","-","-"
"1330","20240126","2","22991","7561","29996","-6483","0.77","20583","7768","29996","-6483","2408","-207","-","-"
"1343","20240126","2","278380","70640","30010","-2400","9.28","78850","35920","29910","-2400","199530","34720","100","-"
"1345","20240126","2","56200","-104600","1000","-1000","56.2","23800","2300","900","-1000","32400","-106900","100","-"
"1346","20240126","2","5870","1602","3328","-514","1.76","5233","1726","3328","-514","637","-124","-","-"
"1348","20240126","2","10980","2870","8310","-320","1.32","8750","1720","8310","-320","2230","1150","-","-"
"1349","20240126","2","24","-","-","-","-","-","-","-","-","24","-","-","-"
"1356","20240126","2","1768740","-96690","233530","840","7.57","1363810","320","233530","840","404930","-97010","-","-"
"1357","20240126","2","117432169","-11986648","6055654","-315756","19.39","75373966","-4191327","6055654","-315756","42058203","-7795321","-","-"
