"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20230421","2","25460","-650","19470","3780","1.31","15530","-300","17970","3780","9930","-350","1500","-"
"1306","20230421","2","357150","49620","432510","71400","0.83","264850","57190","329460","65380","92300","-7570","103050","6020"
"1308","20230421","2","5800","-2500","91300","11400","0.06","5200","-2100","91300","11400","600","-400","-","-"
"1309","20230421","2","1615","-96","-","-","-","573","-77","-","-","1042","-19","-","-"
"1311","20230421","2","3870","-1010","1190","380","3.25","240","-640","1190","380","3630","-370","-","-"
"1319","20230421","2","66000","-","-","-","-","-","-","-","-","66000","-","-","-"
"1320","20230421","2","29073","5055","34818","3320","0.83","22832","6623","32749","3320","6241","-1568","2069","-"
"1321","20230421","2","163891","2012","216742","18253","0.76","150045","-1560","194327","22631","13846","3572","22415","-4378"
"1322","20230421","2","2700","160","-","-","-","700","230","-","-","2000","-70","-","-"
"1324","20230421","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20230421","2","197200","-9300","22900","100","8.61","31100","-11300","22900","100","166100","2000","-","-"
"1326","20230421","2","516","56","57","-2","9.05","429","41","57","-2","87","15","-","-"
"1328","20230421","2","30160","2270","11490","1640","2.62","18920","2800","11490","1640","11240","-530","-","-"
"1329","20230421","2","3172","91","6389","1772","0.5","2629","267","6389","1772","543","-176","-","-"
"1330","20230421","2","6830","-1450","54740","11310","0.12","4850","-840","54740","11310","1980","-610","-","-"
"1343","20230421","2","117910","900","31040","-5620","3.8","48690","-2450","30940","-5620","69220","3350","100","-"
"1345","20230421","2","26000","-5700","4400","-3600","5.91","11600","-4500","4300","-3600","14400","-1200","100","-"
"1346","20230421","2","3469","-1751","9668","3015","0.36","3083","-1798","9668","3015","386","47","-","-"
"1348","20230421","2","11190","-1380","9290","6720","1.2","10180","-480","9290","6720","1010","-900","-","-"
"1349","20230421","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1356","20230421","2","1291860","370490","187530","-1410","6.89","885870","162320","187530","-1410","405990","208170","-","-"
"1357","20230421","2","156779406","14807373","7702998","687844","20.35","105224920","14594905","7677994","662844","51554486","212468","25004","25000"
"1358","20230421","2","17553","8443","17280","4335","1.02","14239","8609","17063","4118","3314","-166","217","217"
"1360","20230421","2","15996080","1474010","564530","-13760","28.34","10649920","1237380","564530","-13760","5346160","236630","-","-"
"1364","20230421","2","208","100","47","15","4.43","113","100","47","15","95","-","-","-"
"1365","20230421","2","27664","-2687","14680","1661","1.88","4010","-1004","14680","1661","23654","-1683","-","-"
"1366","20230421","2","1331267","115450","262805","-278","5.07","1057192","100894","262805","-278","274075","14556","-","-"
"1367","20230421","2","2588","-465","3136","378","0.83","1386","-317","3136","378","1202","-148","-","-"
"1368","20230421","2","121323","25071","266","-523","456.1","58235","25365","266","-523","63088","-294","-","-"
"1369","20230421","2","268","34","662","285","0.4","258","38","662","285","10","-4","-","-"
"1385","20230421","2","221","30","-","-","-","199","8","-","-","22","22","-","-"
"1386","20230421","2","411","-4","-","-","-","167","-4","-","-","244","-","-","-"
"1387","20230421","2","6","4","-","-","-","6","4","-","-","-","-","-","-"
"1388","20230421","2","1","-","-","-","-","-","-","-","-","1","-","-","-"
"1389","20230421","2","78","25","-","-","-","46","25","-","-","32","-","-","-"
"1390","20230421","2","275","-","-","-","-","266","-","-","-","9","-","-","-"
