"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20240202","2","31060","330","12520","380","2.48","11910","-","11020","380","19150","330","1500","-"
"1306","20240202","2","419220","20840","362250","29110","1.16","234640","22910","295170","-1640","184580","-2070","67080","30750"
"1308","20240202","2","78649","-3659","40771","14026","1.93","46154","5036","40771","14026","32495","-8695","-","-"
"1309","20240202","2","1939","107","-","-","-","693","134","-","-","1246","-27","-","-"
"1311","20240202","2","32570","15690","1320","30","24.67","13360","-990","1320","30","19210","16680","-","-"
"1319","20240202","2","79000","-3000","-","-","-","1000","1000","-","-","78000","-4000","-","-"
"1320","20240202","2","22751","-1695","26417","2351","0.86","20104","-1087","25015","2351","2647","-608","1402","-"
"1321","20240202","2","154026","-21652","146769","-982","1.05","117600","-14152","144474","-1032","36426","-7500","2295","50"
"1322","20240202","2","4620","890","-","-","-","1720","220","-","-","2900","670","-","-"
"1324","20240202","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20240202","2","201700","-9800","11500","800","17.54","60300","-9400","11500","800","141400","-400","-","-"
"1326","20240202","2","735","50","34","3","21.62","503","60","34","3","232","-10","-","-"
"1328","20240202","2","26860","2270","5640","1010","4.76","15970","2660","5640","1010","10890","-390","-","-"
"1329","20240202","2","9810","-975","3555","-1022","2.76","4907","-217","3555","-1022","4903","-758","-","-"
"1330","20240202","2","19877","-3114","28585","-1411","0.7","17666","-2917","28585","-1411","2211","-197","-","-"
"133A","20240202","2","100","100","-","-","-","100","100","-","-","-","-","-","-"
"1343","20240202","2","223010","-55370","34530","4520","6.46","47110","-31740","34430","4520","175900","-23630","100","-"
"1345","20240202","2","78000","21800","500","-500","156","30500","6700","400","-500","47500","15100","100","-"
"1346","20240202","2","4763","-1107","4157","829","1.15","4059","-1174","4157","829","704","67","-","-"
"1348","20240202","2","8840","-2140","9010","700","0.98","6840","-1910","9010","700","2000","-230","-","-"
