"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20240222","2","34340","2390","9840","1750","3.49","16020","2920","8340","1750","18320","-530","1500","-"
"1306","20240222","2","456920","-85320","324270","-34230","1.41","276800","-77840","283410","-27040","180120","-7480","40860","-7190"
"1308","20240222","2","111483","27101","44609","2728","2.5","78183","25711","44609","2728","33300","1390","-","-"
"1309","20240222","2","1639","41","-","-","-","359","-19","-","-","1280","60","-","-"
"1311","20240222","2","67770","6980","930","-2540","72.87","14290","310","930","-2540","53480","6670","-","-"
"1319","20240222","2","78000","4000","-","-","-","3000","3000","-","-","75000","1000","-","-"
"1320","20240222","2","23123","2028","21604","-614","1.07","20704","2418","20202","-614","2419","-390","1402","-"
"1321","20240222","2","157913","-7869","179230","-3625","0.88","129272","-5959","176980","-3530","28641","-1910","2250","-95"
"1322","20240222","2","4810","450","-","-","-","1360","-200","-","-","3450","650","-","-"
"1324","20240222","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20240222","2","235300","-3700","12800","400","18.38","32900","-3000","12800","400","202400","-700","-","-"
"1326","20240222","2","661","-49","11","-","60.09","510","-49","11","-","151","-","-","-"
"1328","20240222","2","24390","-1480","3910","20","6.24","13650","-890","3910","20","10740","-590","-","-"
"1329","20240222","2","10473","920","4177","3","2.51","5352","842","4177","3","5121","78","-","-"
"1330","20240222","2","14913","3577","35096","76","0.42","11784","3292","35096","106","3129","285","-","-30"
"133A","20240222","2","18341","17201","-","-","-","4636","3600","-","-","13705","13601","-","-"
"1343","20240222","2","645800","180910","64780","7090","9.97","299740","65350","64680","7090","346060","115560","100","-"
"1345","20240222","2","97000","2300","4300","2000","22.56","52000","13000","4200","2000","45000","-10700","100","-"
"1346","20240222","2","4186","-472","5378","819","0.78","3295","-372","5378","819","891","-100","-","-"
"1348","20240222","2","9900","1870","7800","-190","1.27","8700","2430","7800","-190","1200","-560","-","-"
"1349","20240222","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1356","20240222","2","2078860","161230","247440","4430","8.4","1432270","140080","247440","4430","646590","21150","-","-"
"1357","20240222","2","146554277","7693295","5064273","-1496346","28.94","81234285","4287","5064273","-1496346","65319992","7689008","-","-"
"1358","20240222","2","11113","-1235","14045","-42","0.79","8246","-1649","14045","135","2867","414","-","-177"
"1360","20240222","2","18358970","-1203500","1242090","-1005070","14.78","10971700","-884480","1242090","-1005070","7387270","-319020","-","-"
"1364","20240222","2","272","24","11","-","24.73","66","20","11","-","206","4","-","-"
"1365","20240222","2","7823","447","11206","230","0.7","4567","326","11206","230","3256","121","-","-"
"1366","20240222","2","1335688","-199839","11852","-21744","112.7","827381","990","11852","-21744","508307","-200829","-","-"
"1367","20240222","2","3646","45","1459","-165","2.5","1944","-429","1459","-165","1702","474","-","-"
"1368","20240222","2","116752","-11320","9322","1892","12.52","29355","-11434","9322","1892","87397","114","-","-"
"1369","20240222","2","1049","387","834","-55","1.26","664","102","834","-55","385","285","-","-"
"1397","20240222","2","44","-27","36","-","1.22","21","-30","36","-","23","3","-","-"
"1398","20240222","2","2660","570","150","-3000","17.73","840","570","150","-3000","1820","-","-","-"
"1399","20240222","2","1420","410","-","-270","-","400","290","-","-270","1020","120","-","-"
"1456","20240222","2","29906","3341","178","93","168.01","8071","-5","178","93","21835","3346","-","-"
"1457","20240222","2","8567","-42","3","1","2855.67","2398","-70","3","1","6169","28","-","-"
"1458","20240222","2","46918","-2354","71503","1531","0.66","33336","-2915","71503","2731","13582","561","-","-1200"
"1459","20240222","2","10214200","443542","300966","-39865","33.94","7044367","272376","300966","-39865","3169833","171166","-","-"
"1464","20240222","2","428","-339","36","-","11.89","218","137","36","-","210","-476","-","-"
"1465","20240222","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1466","20240222","2","1263","-884","-","-","-","357","-890","-","-","906","6","-","-"
