"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20230317","2","20510","3620","12420","-4290","1.65","10270","3560","10920","-4290","10240","60","1500","-"
"1306","20230317","2","433160","38180","279410","-140110","1.55","319220","35740","251430","-134350","113940","2440","27980","-5760"
"1308","20230317","2","21800","13500","81800","-28100","0.27","18900","11600","81800","-28100","2900","1900","-","-"
"1309","20230317","2","1760","34","-","-","-","729","24","-","-","1031","10","-","-"
"1311","20230317","2","7310","1490","270","-2360","27.07","1280","420","270","-2360","6030","1070","-","-"
"1319","20230317","2","66000","-1000","-","-","-","-","-","-","-","66000","-1000","-","-"
"1320","20230317","2","28770","1433","22526","-19572","1.28","14420","-359","20457","-19572","14350","1792","2069","-"
"1321","20230317","2","234875","52135","108555","-92013","2.16","208793","36152","106897","-82124","26082","15983","1658","-9889"
"1322","20230317","2","2580","90","-","-","-","500","-10","-","-","2080","100","-","-"
"1324","20230317","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20230317","2","237700","12200","10600","2100","22.42","68700","9700","10600","2100","169000","2500","-","-"
"1326","20230317","2","506","-68","18","18","28.11","466","-63","18","18","40","-5","-","-"
"1328","20230317","2","26350","16420","5340","1800","4.93","4470","270","5340","1800","21880","16150","-","-"
"1329","20230317","2","2378","1068","3491","-1164","0.68","1434","802","3491","-1164","944","266","-","-"
"1330","20230317","2","26160","12280","20000","-15300","1.31","22470","11150","20000","-15300","3690","1130","-","-"
"1343","20230317","2","236150","59770","26090","1020","9.05","77670","-5840","25990","1020","158480","65610","100","-"
"1345","20230317","2","43400","800","11100","6300","3.91","23500","6100","11000","6300","19900","-5300","100","-"
"1346","20230317","2","3899","2089","4344","-2667","0.9","3452","2060","4344","-2667","447","29","-","-"
"1348","20230317","2","5290","2170","9200","4650","0.57","3540","1070","9200","4650","1750","1100","-","-"
"1349","20230317","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1356","20230317","2","612300","-393030","196510","42040","3.12","450300","-213310","196510","42040","162000","-179720","-","-"
"1357","20230317","2","72884627","-72282445","7346596","-592694","9.92","47004054","-60376701","7346592","-592694","25880573","-11905744","4","-"
"1358","20230317","2","19299","12021","6649","-6236","2.9","13804","8932","6649","-6236","5495","3089","-","-"
"1360","20230317","2","7671390","-7031100","895130","244960","8.57","4358950","-4741100","895130","244960","3312440","-2290000","-","-"
"1364","20230317","2","320","206","30","-2","10.67","225","206","30","-2","95","-","-","-"
"1365","20230317","2","44261","12669","7811","-7305","5.67","13649","7601","7811","-7305","30612","5068","-","-"
"1366","20230317","2","858500","-272037","318469","15441","2.7","638466","-218247","318469","15441","220034","-53790","-","-"
"1367","20230317","2","5432","3460","3411","-590","1.59","3993","3190","3411","-590","1439","270","-","-"
"1368","20230317","2","60447","-19326","1944","1235","31.09","26248","-20515","1944","1235","34199","1189","-","-"
"1369","20230317","2","566","322","367","-4451","1.54","552","318","367","-4451","14","4","-","-"
"1385","20230317","2","161","89","-","-","-","161","89","-","-","-","-","-","-"
"1386","20230317","2","369","-17","-","-","-","25","-17","-","-","344","-","-","-"
"1387","20230317","2","2","-1","-","-","-","2","-1","-","-","-","-","-","-"
"1388","20230317","2","2","2","-","-","-","-","-","-","-","2","2","-","-"
"1389","20230317","2","81","-21","-","-","-","49","9","-","-","32","-30","-","-"
"1390","20230317","2","287","73","-","-","-","284","73","-","-","3","-","-","-"
"1391","20230317","2","68","-22","-","-","-","7","-22","-","-","61","-","-","-"
"1392","20230317","2","2","-19","-","-","-","1","-19","-","-","1","-","-","-"
"1393","20230317","2","95","-8","-","-","-","16","-8","-","-","79","-","-","-"
"1394","20230317","2","6","-","-","-","-","2","-","-","-","4","-","-","-"
"1397","20230317","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1398","20230317","2","1510","-140","200","200","7.55","60","-100","200","200","1450","-40","-","-"
"1399","20230317","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1456","20230317","2","4393","-1088","51","10","86.14","1979","175","51","10","2414","-1263","-","-"
"1457","20230317","2","2496","-524","42","-200","59.43","1135","-69","42","-200","1361","-455","-","-"
"1458","20230317","2","239717","90310","71358","-58813","3.36","179204","63376","71358","-58813","60513","26934","-","-"
"1459","20230317","2","3415487","-3031682","254562","94372","13.42","2021269","-2148946","254562","94372","1394218","-882736","-","-"
"1464","20230317","2","765","752","201","-73","3.81","80","77","201","-73","685","675","-","-"
"1465","20230317","2","3","3","-","-","-","3","3","-","-","-","-","-","-"
"1466","20230317","2","343","-1266","193","177","1.78","343","-846","193","177","-","-420","-","-"
"1467","20230317","2","1310","-90","-","-","-","20","-100","-","-","1290","10","-","-"
"1468","20230317","2","200","-","-","-","-","120","-","-","-","80","-","-","-"
"1469","20230317","2","6470","-6840","1820","1280","3.55","3930","-6880","1820","1280","2540","40","-","-"
"1472","20230317","2","4965","1805","110","100","45.14","3071","1512","110","100","1894","293","-","-"
"1473","20230317","2","460","50","500","-","0.92","460","50","500","-","-","-","-","-"
"1474","20230317","2","-","-","-","-10","-","-","-","-","-10","-","-","-","-"
"1475","20230317","2","7762","336","4364","-1448","1.78","6253","-899","3354","-1448","1509","1235","1010","-"
"1476","20230317","2","20166","15054","-","-2068","-","16188","13254","-","-2068","3978","1800","-","-"
"1477","20230317","2","5","5","-","-","-","5","5","-","-","-","-","-","-"
"1478","20230317","2","9081","1140","685","-19","13.26","6989","761","585","-119","2092","379","100","100"
"1479","20230317","2","292","1","-","-","-","1","1","-","-","291","-","-","-"
"1480","20230317","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1481","20230317","2","539","500","44","-7","12.25","539","500","44","-7","-","-","-","-"
"1482","20230317","2","72307","-249","566","-2867","127.75","42177","-9432","566","-2867","30130","9183","-","-"
"1483","20230317","2","405","-24","1","-","405","205","-24","1","-","200","-","-","-"
"1484","20230317","2","40","-","-","-","-","40","-","-","-","-","-","-","-"
"1485","20230317","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1486","20230317","2","2823","-867","-","-","-","1874","-977","-","-","949","110","-","-"
"1487","20230317","2","4989","-1451","876","856","5.7","2014","-563","876","856","2975","-888","-","-"
"1488","20230317","2","22550","5660","2100","340","10.74","7650","3690","2100","340","14900","1970","-","-"
"1489","20230317","2","29024","10434","1028","-930","28.23","17906","6061","1028","-930","11118","4373","-","-"
"1490","20230317","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1492","20230317","2","58","6","25","-8","2.32","55","4","25","-8","3","2","-","-"
"1493","20230317","2","8","4","6","1","1.33","8","4","6","1","-","-","-","-"
"1494","20230317","2","45","21","-","-","-","8","5","-","-","37","16","-","-"
"1495","20230317","2","260","-20","10","-40","26","20","-10","10","-40","240","-10","-","-"
"1496","20230317","2","13744","-10387","88","-200","156.18","6527","-6889","88","-200","7217","-3498","-","-"
"1497","20230317","2","88595","18273","2623","720","33.78","23870","683","2623","720","64725","17590","-","-"
"1498","20230317","2","2","2","1","1","2","-","-","1","1","2","2","-","-"
"1499","20230317","2","51","-1","23","3","2.22","50","-","23","3","1","-1","-","-"
"1540","20230317","2","197476","3469","23706","2485","8.33","73986","20520","23706","2485","123490","-17051","-","-"
"1541","20230317","2","95725","-11459","2783","-365","34.4","46162","-8863","2783","-365","49563","-2596","-","-"
"1542","20230317","2","37127","-4666","1563","-932","23.75","16826","-3797","1563","-932","20301","-869","-","-"
"1543","20230317","2","3229","241","-","-","-","1831","162","-","-","1398","79","-","-"
"1545","20230317","2","102376","7506","56155","-581","1.82","47967","9662","56155","-581","54409","-2156","-","-"
"1546","20230317","2","17528","3793","8371","-2447","2.09","7517","1455","8371","-2447","10011","2338","-","-"
