"SC","日付","始値","高値","安値","終値","VWAP","出来高","売買代金","前場始値","前場高値","前場安値","前場終値","後場始値","後場高値","後場安値","後場終値"
"2971","20240214","118300","118300","117100","117500","117544.7859","911","107083300","118300","118300","117300","117300","117100","117600","117100","117500"
"2972","20240214","91100","91100","90000","90100","90345.0191","1837","165963800","91100","91100","90100","90100","90100","90500","90000","90100"
"2979","20240214","116400","116400","115000","115100","115376.4386","3128","360897500","116400","116400","115000","115400","115400","115500","115000","115100"
"2989","20240214","127900","130100","126400","126400","128649.3621","3841","494142200","127900","130100","127300","127300","126900","127300","126400","126400"
"3226","20240214","597000","599000","594000","595000","595729.7659","1495","890616000","597000","599000","594000","599000","596000","597000","595000","595000"
"3234","20240214","133400","133400","132100","132100","132538.7728","4498","596159400","133400","133400","132500","132500","132500","132900","132100","132100"
"3249","20240214","133000","133000","130900","131100","131432.9822","6455","848399900","133000","133000","130900","131100","131100","131600","130900","131100"
"3269","20240214","319500","319500","313000","313000","314308.6462","4395","1381386500","319500","319500","314000","315000","314500","315500","313000","313000"
"3279","20240214","394500","396000","392500","392500","393557.7572","2372","933519000","394500","396000","393000","393000","392500","394500","392500","392500"
"3281","20240214","129200","129600","128200","128700","128984.3791","22265","2871837200","129200","129600","128200","129200","129500","129600","128600","128700"
"3282","20240214","301000","301500","298000","298900","299067.1875","1856","555068700","301000","301500","298600","298800","298800","299500","298000","298900"
"3283","20240214","264000","264000","260200","260200","261642.1608","5683","1486912400","264000","264000","260900","262100","262000","263800","260200","260200"
"3287","20240214","533000","537000","527000","527000","531061.6046","1396","741362000","533000","537000","531000","534000","533000","533000","527000","527000"
"3290","20240214","272400","272400","269500","269900","270373.7113","1164","314715000","272400","272400","269600","270100","270100","270800","269500","269900"
"3292","20240214","136000","136200","134100","134300","134758.5093","6252","842510200","136000","136200","134400","134600","134600","134900","134100","134300"
"3295","20240214","152400","152900","151500","151800","152188.581","3862","587752300","152400","152900","151500","151700","151700","152900","151700","151800"
"3296","20240214","335500","335500","329000","329000","330792.7509","1076","355933000","335500","335500","330500","330500","330500","331000","329000","329000"
"3309","20240214","77600","77600","75600","75600","76116.2353","11050","841084400","77600","77600","76100","76100","76100","76200","75600","75600"
"3451","20240214","139600","140000","138700","138700","139299.3415","1063","148075200","139600","140000","138900","139100","138900","139400","138700","138700"
"3455","20240214","131500","131500","129100","129500","129707.7636","1726","223875600","131500","131500","129100","129300","129600","130000","129300","129500"
"3459","20240214","105600","105600","103900","104000","104465.7045","2633","275058200","105600","105600","104000","104100","104100","104500","103900","104000"
"3462","20240214","156400","156400","153000","153200","153783.2629","12075","1856932900","156400","156400","153700","153800","153600","154000","153000","153200"
"3463","20240214","113000","113300","112300","112800","112830.9696","691","77966200","113000","113300","112300","112500","112500","113100","112500","112800"
"3466","20240214","150000","150000","148300","148300","148853.8824","5100","759154800","150000","150000","148600","148700","148900","149500","148300","148300"
"3468","20240214","58900","58900","57600","57600","57926.0989","5483","317608800","58900","58900","57900","57900","57900","58000","57600","57600"
"3470","20240214","124500","124500","122800","122800","123180.9291","818","100762000","124500","124500","123000","123200","123200","123300","122800","122800"
"3471","20240214","444500","446000","441500","442000","442972.0407","1377","609972500","444500","446000","442000","442000","442000","444500","441500","442000"
"3472","20240214","74000","75000","73400","74400","74288.0998","1042","77408200","74000","74300","73400","74300","74300","75000","74100","74400"
"3476","20240214","44550","44550","44050","44200","44254.9153","8911","394355550","44550","44550","44050","44100","44150","44350","44100","44200"
