"SC","日付","始値","高値","安値","終値","VWAP","出来高","売買代金","前場始値","前場高値","前場安値","前場終値","後場始値","後場高値","後場安値","後場終値"
"2971","20231219","114300","114500","113400","114500","113799.3339","1201","136673000","114300","114300","113400","113700","113800","114500","113400","114500"
"2972","20231219","90600","90600","89600","90400","90161.3389","1195","107742800","90600","90600","90000","90100","90200","90500","89600","90400"
"2979","20231219","119400","120200","118800","120200","119619.1669","3073","367589700","119400","119600","118800","119000","119900","120200","118800","120200"
"2989","20231219","124000","124600","123800","124600","124219.0709","409","50805600","124000","124500","123800","124300","124300","124600","123800","124600"
"3226","20231219","604000","607000","597000","603000","602030.5181","1409","848261000","604000","607000","597000","602000","603000","605000","600000","603000"
"3234","20231219","139000","139700","136400","138000","138020.5621","4732","653113300","139000","139700","138400","138800","138800","138800","136400","138000"
"3249","20231219","135300","136400","134500","136100","135608.09","6712","910201500","135300","135600","134500","135100","135600","136400","135200","136100"
"3269","20231219","313500","317000","310000","316500","314480.1352","3549","1116090000","313500","315000","310000","314000","316000","317000","313000","316500"
"3279","20231219","388000","388000","384000","387500","386335.5471","1581","610796500","388000","388000","384000","385500","387000","387500","384500","387500"
"3281","20231219","138400","139000","136900","138900","138398.7023","11636","1610407300","138400","139000","136900","137800","139000","139000","137500","138900"
"3282","20231219","322500","323000","318500","321500","320698.1328","2410","772882500","322500","323000","319000","320500","322500","322500","318500","321500"
"3283","20231219","264700","268600","263500","268500","267105.2521","5255","1403638100","264700","266900","263500","266500","267200","268600","266200","268500"
"3287","20231219","603000","603000","566000","573000","581464.7246","2197","1277478000","603000","603000","590000","590000","591000","591000","566000","573000"
"3290","20231219","261100","262000","259300","261700","261021.5772","913","238312700","261100","261300","260100","260700","261100","262000","259300","261700"
"3292","20231219","138900","139100","137500","138200","138252.4527","7033","972329500","138900","139100","138200","138400","139100","139100","137500","138200"
"3295","20231219","148600","148800","146900","147900","147556.3104","3930","579896300","148600","148800","146900","147300","147700","148000","147000","147900"
"3296","20231219","339500","340000","337000","340000","338999.1438","1168","395951000","339500","340000","338000","338500","339500","340000","337000","340000"
"3309","20231219","81300","81400","79300","80100","80018.0742","12078","966458300","81300","81400","79400","79700","80300","80300","79300","80100"
"3451","20231219","133900","134100","133100","134100","133695.3419","1009","134898600","133900","133900","133100","133700","133800","134100","133500","134100"
"3455","20231219","139200","139200","137300","138000","137980.4029","1092","150674600","139200","139200","137300","137600","138500","138500","137700","138000"
"3459","20231219","109300","109300","108400","109100","108819.3021","917","99787300","109300","109300","108600","108800","108800","109100","108400","109100"
"3462","20231219","165000","165100","163100","163900","163844.6374","8121","1330582300","165000","165100","163100","163200","164100","164500","163200","163900"
"3463","20231219","108800","109500","105600","106800","106806.9919","3833","409391200","108800","109500","106100","106100","106200","106800","105600","106800"
"3466","20231219","151500","151600","148900","150200","150009.4684","4816","722445600","151500","151600","149100","149200","150300","150300","148900","150200"
"3468","20231219","57400","57500","56900","57400","57241.6372","6230","356615400","57400","57500","57100","57200","57300","57400","56900","57400"
"3470","20231219","125000","125400","124400","125400","124878.6667","900","112390800","125000","125000","124400","124700","124800","125400","124600","125400"
"3471","20231219","448500","451000","446500","450500","449079.8139","1397","627364500","448500","451000","446500","447500","449500","450500","447500","450500"
"3472","20231219","71700","71800","70200","71500","71048.38","2284","162274500","71700","71700","70200","70200","70400","71800","70300","71500"
"3476","20231219","42900","42900","42350","42600","42555.6116","15860","674932000","42900","42900","42350","42450","42450","42650","42350","42600"
"3481","20231219","371500","371500","366500","369500","368685.8432","1773","653680000","371500","371500","366500","367000","368500","369500","366500","369500"
"3487","20231219","157000","157400","156000","157300","156799.3381","1813","284277200","157000","157000","156000","156600","156800","157400","156300","157300"
"3488","20231219","117000","117000","115300","116300","116087.768","793","92057600","117000","117000","115300","115300","115800","116400","115500","116300"
"3492","20231219","99100","99200","97800","98300","98290.7614","2955","290449200","99100","99200","98300","98300","98300","98500","97800","98300"
"3493","20231219","127100","127100","126200","126900","126766.8639","1183","149965200","127100","127100","126300","126300","127000","127000","126200","126900"
"8951","20231219","615000","615000","605000","613000","611047.7658","3894","2379420000","615000","615000","605000","608000","615000","615000","608000","613000"
"8952","20231219","574000","575000","566000","570000","570248.2359","3968","2262745000","574000","575000","566000","569000","574000","574000","569000","570000"
"8953","20231219","100300","100500","98400","98600","98895.0987","16465","1628307800","100300","100500","98700","99100","99800","99800","98400","98600"
"8954","20231219","166000","166200","163200","164100","164316.9577","8132","1336225500","166000","166200","164000","164300","164900","164900","163200","164100"
"8955","20231219","365500","365500","358000","364000","362510.9875","3686","1336215500","365500","365500","358000","360500","362500","364000","361500","364000"
"8956","20231219","124800","125500","123900","125400","124910.0801","5496","686505800","124800","125200","123900","124600","124900","125500","124300","125400"
"8957","20231219","170000","170400","168200","169900","169499.6942","2616","443411200","170000","170400","168700","169300","169600","170100","168200","169900"
"8958","20231219","109800","109800","108300","109000","108912.9102","3230","351788700","109800","109800","108600","108600","108600","109200","108300","109000"
"8960","20231219","142000","142600","140700","141400","141579.8529","7480","1059017300","142000","142300","140700","141100","141400","142600","141200","141400"
"8961","20231219","72200","72400","71500","72000","71955.7496","5096","366686500","72200","72300","71600","72100","72400","72400","71500","72000"
"8963","20231219","56600","56800","55900","56200","56296.9661","33225","1870466700","56600","56800","56100","56200","56300","56500","55900","56200"
"8964","20231219","431500","432500","427000","431500","430186.6592","1784","767453000","431500","432500","427000","432000","432000","432500","429500","431500"
"8966","20231219","134000","134300","132900","133600","133553.101","3644","486667500","134000","134100","132900","133000","133500","134300","133100","133600"
"8967","20231219","279700","280900","277500","279700","279146.9027","2034","567784800","279700","280100","278300","278900","280900","280900","277500","279700"
"8968","20231219","166200","166800","165400","166600","166234.7165","2169","360563100","166200","166700","165400","165800","166000","166800","165400","166600"
"8972","20231219","158500","160000","156800","159600","158797.8778","20026","3180086300","158500","158500","156800","158100","158900","160000","158100","159600"
"8975","20231219","83600","83700","81800","82400","82334.6889","4918","404922000","83600","83700","81900","82100","82100","82500","81800","82400"
"8976","20231219","669000","669000","654000","655000","657702.4936","1163","764908000","669000","669000","655000","657000","659000","659000","654000","655000"
"8977","20231219","138000","138100","136200","137100","136953.5075","1340","183517700","138000","138100","136500","136500","136700","137300","136200","137100"
"8979","20231219","198500","198500","194500","196100","195880.5333","1125","220365600","198500","198500","195600","195700","196500","196600","194500","196100"
"8984","20231219","257500","257600","253600","254600","255134.1565","8423","2148995000","257500","257600","254500","255000","256800","257000","253600","254600"
"8985","20231219","67200","67200","64900","65400","65652.875","28800","1890802800","67200","67200","65400","65500","65800","65800","64900","65400"
"8986","20231219","105800","105900","104200","104900","104713.5569","6174","646501500","105800","105900","104200","104600","104700","104900","104200","104900"
"8987","20231219","128100","128500","126600","127300","127291.5238","3091","393458100","128100","128500","126800","127100","127500","127800","126600","127300"
