"SC","日付","始値","高値","安値","終値","VWAP","出来高","売買代金","前場始値","前場高値","前場安値","前場終値","後場始値","後場高値","後場安値","後場終値"
"2971","20230915","119700","120000","118600","119000","119228.952","563","67125900","119700","120000","119000","119100","118800","119400","118600","119000"
"2972","20230915","93800","94100","93000","93400","93461.7552","2165","202344700","93800","94100","93200","93200","93200","94100","93000","93400"
"2979","20230915","127200","127900","126700","127700","127458.4335","4660","593956300","127200","127700","126700","126800","126700","127900","126700","127700"
"2989","20230915","124900","125100","124300","124600","124751.5439","421","52520400","124900","125100","124400","124400","124800","124900","124300","124600"
"3226","20230915","637000","637000","627000","635000","633863.8628","1807","1145392000","637000","637000","627000","627000","629000","636000","627000","635000"
"3234","20230915","145800","147000","145700","146700","146588.0855","4163","610246200","145800","146600","145700","146200","146700","147000","146200","146700"
"3249","20230915","144000","147000","143500","146700","145940.6378","9752","1423213100","144000","145700","143500","144700","144700","147000","144500","146700"
"3269","20230915","332500","337000","331500","336000","334792.0926","4793","1604658500","332500","333500","331500","332500","332500","337000","332500","336000"
"3278","20230915","224800","226800","223500","226200","225046.5887","6156","1385386800","224800","225400","223500","223900","224400","226800","223900","226200"
"3279","20230915","413500","416000","410000","415000","414234.9906","2132","883149000","413500","415000","410000","410500","411000","416000","411000","415000"
"3281","20230915","138100","138400","136800","137800","137787.5903","32539","4483470400","138100","138300","137000","137000","136800","138400","136800","137800"
"3282","20230915","327500","334000","325000","333500","330860.3696","2922","966774000","327500","328500","325000","326500","328000","334000","326500","333500"
"3283","20230915","280900","281100","275900","277500","277912.5366","16400","4557765600","280900","281100","276000","276000","275900","280000","275900","277500"
"3287","20230915","642000","642000","632000","637000","636879.7654","1023","651528000","642000","642000","638000","638000","639000","640000","632000","637000"
"3290","20230915","261900","263700","260800","262200","262114.8515","808","211788800","261900","262300","260800","261200","260800","263700","260800","262200"
"3292","20230915","146900","147700","146500","147300","147276.8006","4207","619593500","146900","147400","146500","146800","147000","147700","146900","147300"
"3295","20230915","162600","163700","162100","162800","162792.6039","2961","482028900","162600","163700","162100","162300","162400","163300","162400","162800"
"3296","20230915","353500","355500","351000","354500","354132.3617","1681","595296500","353500","354000","351000","352500","353000","355500","352000","354500"
"3309","20230915","84600","85400","83800","85400","84988.9904","14778","1255967300","84600","84600","83800","83800","83800","85400","83800","85400"
"3451","20230915","140400","140700","140000","140700","140425.6184","566","79480900","140400","140700","140000","140300","140200","140700","140100","140700"
"3453","20230915","287000","288100","285400","287200","286833.3202","2542","729130300","287000","287700","285400","286100","286600","288100","285700","287200"
"3455","20230915","153100","154900","152200","154900","153974.48","1779","273920600","153100","153300","152200","152300","152900","154900","152700","154900"
"3459","20230915","115200","116800","114700","116800","116145.6731","1664","193266400","115200","115800","114700","114800","114900","116800","114900","116800"
"3462","20230915","170900","172000","169400","171300","171032.7506","18592","3179840900","170900","171400","169400","170000","169800","172000","169800","171300"
"3463","20230915","115000","115200","112400","113000","113331.9841","1507","170791300","115000","115200","113000","113100","113500","113500","112400","113000"
"3466","20230915","146000","146300","144700","145800","145674.1379","9512","1385652400","146000","146000","144700","144700","144700","146300","144700","145800"
"3468","20230915","56200","56800","56100","56700","56532.8183","14626","826849000","56200","56600","56100","56100","56100","56800","56100","56700"
"3470","20230915","126700","127200","126000","126500","126524.7887","710","89832600","126700","127200","126400","126500","126600","126800","126000","126500"
"3471","20230915","487000","487000","475500","483500","481620.41","4439","2137913000","487000","487000","477000","478500","478000","484500","475500","483500"
"3472","20230915","63700","64000","63500","63800","63688.6571","767","48849200","63700","63900","63500","63500","63500","64000","63500","63800"
"3476","20230915","47450","47500","47100","47250","47271.1377","4175","197357000","47450","47500","47200","47250","47200","47450","47100","47250"
"3481","20230915","388000","389000","386500","386500","387140.1745","2636","1020501500","388000","389000","386500","387000","386500","388500","386500","386500"
"3487","20230915","166500","168500","165700","168000","167413.2059","2355","394258100","166500","166900","165700","165800","166000","168500","165800","168000"
"3488","20230915","115400","115700","115100","115600","115414.3875","702","81020900","115400","115700","115100","115200","115300","115600","115100","115600"
"3492","20230915","97800","98500","97300","98500","98188.4404","3815","374588900","97800","97900","97300","97400","97700","98500","97400","98500"
"3493","20230915","129900","130800","129400","130800","130349.5986","2865","373451600","129900","130300","129400","129600","129500","130800","129500","130800"
"8951","20230915","608000","613000","603000","610000","608947.0166","6134","3735281000","608000","611000","603000","604000","603000","613000","603000","610000"
"8952","20230915","595000","599000","590000","596000","594972.8779","6821","4058310000","595000","598000","590000","592000","590000","599000","590000","596000"
"8953","20230915","97300","97400","96100","96900","96840.6333","27539","2666894200","97300","97400","96300","96600","96200","97200","96100","96900"
"8954","20230915","178900","179000","175700","178300","177719.3112","16058","2853816700","178900","179000","175700","176100","175900","178300","175900","178300"
"8955","20230915","370500","372000","368500","372000","371036.2582","2758","1023318000","370500","371500","368500","369500","371000","372000","369000","372000"
"8956","20230915","138600","139300","137600","139100","138652.6331","3494","484452300","138600","138800","137600","137800","138000","139300","137900","139100"
"8957","20230915","184500","186500","183500","186500","185656.4395","2539","471381700","184500","185500","183500","183800","184200","186500","183800","186500"
"8958","20230915","119000","119000","118000","118000","118240.3387","5315","628447400","119000","119000","118100","118300","118500","118500","118000","118000"
"8960","20230915","157300","157500","155000","156700","156415.9393","9097","1422915800","157300","157500","155200","155300","155000","157100","155000","156700"
"8961","20230915","74500","74500","73000","73700","73599.0363","9962","733193600","74500","74500","73400","73400","73600","73700","73000","73700"
"8963","20230915","62700","63000","60300","60400","60725.4137","185408","11258977500","62700","63000","62000","62000","61900","62100","60300","60400"
"8964","20230915","469500","471000","468000","470000","469895.8333","2136","1003697500","469500","471000","468500","469500","469000","471000","468000","470000"
"8966","20230915","147500","148300","146400","147600","147606.5895","3976","586883800","147500","147700","146700","146700","146400","148300","146400","147600"
"8967","20230915","294300","297600","293500","296800","295940","2325","688060500","294300","295200","293500","293800","294200","297600","294100","296800"
"8968","20230915","162600","163800","162200","163800","163345.4142","2028","331264500","162600","163500","162200","162300","162500","163800","162500","163800"
"8972","20230915","343500","343500","340000","342500","342054.2109","6032","2063271000","343500","343500","340000","341000","341000","343500","340500","342500"
"8975","20230915","88800","88800","86600","87200","87289.154","8215","717080400","88800","88800","86600","86800","86700","87500","86600","87200"
"8976","20230915","679000","680000","664000","668000","668491.7469","1454","971987000","679000","680000","666000","667000","664000","671000","664000","668000"
"8977","20230915","143300","144100","142400","143600","143437.075","1559","223618400","143300","143900","142400","142700","143100","144100","143000","143600"
"8979","20230915","218200","223000","216400","223000","220570.7202","847","186823400","218200","218300","216400","216800","218500","223000","217200","223000"
"8984","20230915","263700","264800","261900","264000","263532.1207","16301","4295837100","263700","263800","261900","262000","262200","264800","262200","264000"
"8985","20230915","74400","76200","73600","76000","75222.2773","56322","4236669100","74400","74700","73600","74400","74500","76200","74400","76000"
"8986","20230915","114600","116300","114600","116000","115713.1163","7342","849565700","114600","115600","114600","115100","115100","116300","115100","116000"
"8987","20230915","133100","134400","132500","133600","133547.4339","3936","525642700","133100","134400","132500","132800","133100","134000","133100","133600"
