"SC","日付","始値","高値","安値","終値","VWAP","出来高","売買代金","前場始値","前場高値","前場安値","前場終値","後場始値","後場高値","後場安値","後場終値"
"2971","20230928","120100","120200","118500","118500","119061.104","779","92748600","120100","120200","119200","119600","119500","119700","118500","118500"
"2972","20230928","92200","92200","90700","91000","91270.8197","1525","139188000","92200","92200","91400","91900","91300","91700","90700","91000"
"2979","20230928","124800","124800","122300","122300","123073.5475","4234","521093400","124800","124800","123200","123700","123800","123800","122300","122300"
"2989","20230928","126900","126900","125200","125300","126012.9252","735","92619500","126900","126900","126000","126700","126600","126600","125200","125300"
"3226","20230928","634000","634000","618000","620000","623056.1661","1638","1020566000","634000","634000","626000","627000","627000","628000","618000","620000"
"3234","20230928","143500","143600","140200","140600","141329.837","5768","815190500","143500","143600","141800","142700","142500","142500","140200","140600"
"3249","20230928","139700","139900","136400","136600","137752.3466","11634","1602610800","139700","139900","138200","139000","138600","138700","136400","136600"
"3269","20230928","340000","340000","329500","329500","332602.7517","5742","1909805000","340000","340000","333000","335000","334500","334500","329500","329500"
"3278","20230928","227400","227600","224800","225500","226031.45","5345","1208138100","227400","227600","224800","226900","226800","227400","225000","225500"
"3279","20230928","414500","414500","407500","408500","409502.4977","2202","901724500","414500","414500","408500","413000","413500","413500","407500","408500"
"3281","20230928","135800","135900","133100","133600","134067.5349","15127","2028039600","135800","135900","134400","135100","135000","135000","133100","133600"
"3282","20230928","332000","332000","327500","329000","329891.1275","2581","851449000","332000","332000","329000","332000","332000","332000","327500","329000"
"3283","20230928","277900","278000","273600","274000","275071.9828","7913","2176644600","277900","278000","274100","277300","277100","277300","273600","274000"
"3287","20230928","649000","652000","645000","646000","647286.6503","1221","790337000","649000","650000","645000","649000","647000","652000","645000","646000"
"3290","20230928","264100","264900","258400","258400","260097.3778","839","218221700","264100","264100","260600","262400","261700","264900","258400","258400"
"3292","20230928","148000","148000","145600","145600","146351.5616","5347","782541800","148000","148000","146300","147500","147400","147400","145600","145600"
"3295","20230928","160600","160600","157800","158300","158842.3904","5815","923668500","160600","160600","158700","159900","159800","159800","157800","158300"
"3296","20230928","361500","361500","356500","358000","358414.6904","1518","544073500","361500","361500","357000","360000","359500","360500","356500","358000"
"3309","20230928","84500","84500","82500","82600","83093.7945","15019","1247985700","84500","84500","83500","84000","83500","83700","82500","82600"
"3451","20230928","141400","141800","140100","140300","140987.412","1279","180322900","141400","141800","141100","141700","141600","141600","140100","140300"
"3453","20230928","289000","290000","286200","286200","288170.5855","4253","1225589500","289000","289900","286900","289900","289400","290000","286200","286200"
"3455","20230928","148100","148100","145400","145600","146130.8411","963","140724000","148100","148100","146600","147300","147100","147100","145400","145600"
"3459","20230928","114900","115000","113300","113300","113889.8814","1265","144070700","114900","115000","113900","115000","114700","114700","113300","113300"
"3462","20230928","167800","168400","164100","164500","165098.9356","16159","2667833700","167800","168400","165100","165700","165800","166000","164100","164500"
