"SC","日付","始値","高値","安値","終値","VWAP","出来高","売買代金","前場始値","前場高値","前場安値","前場終値","後場始値","後場高値","後場安値","後場終値"
"2971","20231011","118500","118800","117700","118800","118481.7869","291","34478200","118500","118500","117700","118400","118400","118800","118400","118800"
"2972","20231011","91700","92000","91000","91800","91586.1913","1108","101477500","91700","91700","91100","91100","91000","92000","91000","91800"
"2979","20231011","123400","123700","122700","123100","123191.7155","1364","168033500","123400","123700","122700","123100","123000","123500","122800","123100"
"2989","20231011","124500","124500","123700","123900","124002.3438","512","63489200","124500","124500","123700","124100","124400","124400","123700","123900"
"3226","20231011","631000","632000","627000","628000","628998.7261","785","493764000","631000","632000","628000","630000","629000","630000","627000","628000"
"3234","20231011","143100","143300","142400","142400","142732.0485","1816","259201400","143100","143300","142400","143300","142800","143100","142400","142400"
"3249","20231011","139700","139700","138500","138600","139016.6111","2998","416771800","139700","139700","138500","139200","139100","139300","138600","138600"
"3269","20231011","335000","336500","333500","335000","334852.6389","3600","1205469500","335000","336500","333500","336000","334500","336000","334000","335000"
"3278","20231011","229900","230700","228300","228300","229066.1865","2499","572436400","229900","230700","229100","229700","229100","229900","228300","228300"
"3279","20231011","417000","418500","415000","415000","416295.5556","1350","561999000","417000","418500","416000","418500","418000","418000","415000","415000"
"3281","20231011","135000","135100","134000","134500","134708.1724","11906","1603835500","135000","135100","134000","134900","134800","135000","134500","134500"
"3282","20231011","332500","335000","331500","332000","332819.9621","1583","526854000","332500","335000","332000","333500","332500","333500","331500","332000"
"3283","20231011","287800","288000","285400","287700","287195.7597","3962","1137869600","287800","288000","285400","286400","286500","287700","286200","287700"
"3287","20231011","628000","635000","628000","629000","630765.9784","1017","641489000","628000","635000","628000","632000","631000","633000","629000","629000"
"3290","20231011","257900","258900","255400","255600","256867.8331","743","190852800","257900","258900","257400","258700","257600","258500","255400","255600"
"3292","20231011","146700","147500","146400","146800","146893.1886","2349","345052100","146700","147500","146400","147000","147000","147200","146600","146800"
"3295","20231011","159300","160000","159000","159200","159382.1918","1825","290872500","159300","160000","159000","159600","159300","159700","159200","159200"
"3296","20231011","358500","359000","356000","356000","357112.5541","693","247479000","358500","359000","356000","358000","357500","358500","356000","356000"
"3309","20231011","84100","84200","83200","83200","83588.9243","6907","577348700","84100","84200","83800","83900","83800","84000","83200","83200"
"3451","20231011","141000","141800","140600","141000","141208.7203","883","124687300","141000","141800","140600","141700","141200","141700","141000","141000"
"3453","20231011","293100","294600","292000","292900","293307.9771","1918","562564700","293100","294600","293000","293400","292900","294100","292000","292900"
"3455","20231011","144000","145400","143700","145000","144913.1959","485","70282900","144000","145100","143700","145000","145000","145400","144900","145000"
"3459","20231011","114100","114900","113800","114800","114503.7956","685","78435100","114100","114900","113800","114800","114500","114900","114500","114800"
"3462","20231011","169500","170700","168500","169100","169502.4482","8210","1391615100","169500","170700","169500","170300","169900","170200","168500","169100"
"3463","20231011","109700","111700","109200","110400","110824.8932","936","103732100","109700","111300","109200","111200","111500","111700","110100","110400"
"3466","20231011","144400","145600","144000","144300","144828.7788","3169","458962400","144400","145600","144000","145600","145600","145600","144300","144300"
"3468","20231011","57500","57800","57400","57500","57579.7537","3897","224388300","57500","57800","57400","57800","57700","57800","57400","57500"
"3470","20231011","125800","127100","125800","126800","126797.0223","403","51099200","125800","127100","125800","127000","127000","127100","126800","126800"
"3471","20231011","476000","479500","475500","477500","477661.3663","849","405534500","476000","478500","475500","478000","478500","479500","477500","477500"
"3472","20231011","65000","65300","64700","64800","64919.0476","546","35445800","65000","65300","64900","65100","65000","65100","64700","64800"
"3476","20231011","47250","47550","47200","47450","47385.8624","3473","164571100","47250","47550","47200","47550","47550","47550","47300","47450"
"3481","20231011","373500","375000","372500","375000","374311.7978","890","333137500","373500","374500","372500","374000","374000","375000","374000","375000"
"3487","20231011","162500","164000","162400","163500","163432.9505","1132","185006100","162500","163900","162400","163600","163600","164000","163100","163500"
"3488","20231011","116000","116300","115100","115200","115527.5405","679","78443200","116000","116300","115600","116200","115800","116300","115100","115200"
"3492","20231011","97800","98300","97500","97900","97951.4286","1015","99420700","97800","98100","97500","98100","98100","98300","97900","97900"
"3493","20231011","123800","124500","123200","124000","123870.0188","1064","131797700","123800","124200","123200","124200","124300","124500","124000","124000"
"8951","20231011","589000","596000","588000","594000","592947.2445","2123","1258827000","589000","595000","588000","595000","595000","596000","591000","594000"
"8952","20231011","571000","580000","570000","574000","575490.6968","2741","1577420000","571000","580000","570000","578000","577000","579000","574000","574000"
"8953","20231011","95900","97300","95700","96600","96678.8657","13348","1290469500","95900","97200","95700","97200","97200","97300","96600","96600"
"8954","20231011","176100","177400","175800","176800","176757.331","3417","603979800","176100","177400","175800","177400","176800","177100","176500","176800"
"8955","20231011","362500","363000","359000","360000","360683.1768","1171","422360000","362500","363000","359000","362500","362500","363000","359000","360000"
"8956","20231011","139700","139800","138400","138400","138991.2336","2521","350396900","139700","139800","139000","139400","139400","139600","138400","138400"
"8957","20231011","182400","182400","181400","182100","182019.9083","1090","198401700","182400","182400","181400","181900","181500","182400","181500","182100"
"8958","20231011","114500","114700","113700","114300","114326.2673","1953","223279200","114500","114500","113700","114300","114300","114700","114100","114300"
"8960","20231011","154900","155500","154700","155400","155277.5545","2936","455894900","154900","155500","154700","155300","155300","155500","155000","155400"
"8961","20231011","73000","73500","72800","73200","73217.0697","2812","205886400","73000","73500","72800","73300","73100","73300","73000","73200"
"8963","20231011","58800","59300","58500","59000","58956.1467","17237","1016227100","58800","59200","58500","59200","59000","59300","58700","59000"
"8964","20231011","458500","459500","457000","457000","457698.7682","893","408725000","458500","459500","457000","458500","458000","459000","457000","457000"
"8966","20231011","145000","146400","145000","145900","145838.6816","1608","234508600","145000","146400","145000","146200","146200","146400","145500","145900"
"8967","20231011","291600","292600","290900","291700","291788.9068","1244","362985400","291600","292600","290900","292400","292000","292400","291200","291700"
"8968","20231011","158800","159700","158700","159300","159361.3662","893","142309700","158800","159700","158700","159700","159600","159700","159300","159300"
"8972","20231011","350500","351000","347500","348000","348749.811","2646","922792000","350500","351000","348500","349500","349000","349000","347500","348000"
"8975","20231011","86800","87200","86600","86600","86879.4454","2452","213028400","86800","87200","86700","87000","87000","87100","86600","86600"
"8976","20231011","672000","676000","672000","675000","674202.0833","480","323617000","672000","676000","672000","675000","675000","675000","672000","675000"
"8977","20231011","140800","142300","140600","142000","141846.6603","1048","148655300","140800","142000","140600","141800","141500","142300","141500","142000"
"8979","20231011","217700","219200","217000","218100","218345.9375","320","69870700","217700","218900","217000","218700","217600","219200","217600","218100"
"8984","20231011","263300","266600","262900","265600","265273.0567","5905","1566437400","263300","265300","262900","265100","265300","266600","264800","265600"
"8985","20231011","73100","74000","72900","73100","73370.8101","12542","920216700","73100","74000","73100","73900","73700","74000","72900","73100"
"8986","20231011","107600","109100","107200","108300","108211.4146","15743","1703572300","107600","108800","107200","108600","108600","109100","108100","108300"
"8987","20231011","130300","131900","130100","131300","131469.8235","1700","223498700","130300","131900","130100","131700","131700","131900","131300","131300"
