"SC","日付","始値","高値","安値","終値","VWAP","出来高","売買代金","前場始値","前場高値","前場安値","前場終値","後場始値","後場高値","後場安値","後場終値"
"2971","20230509","113500","113500","113000","113000","113256.743","393","44509900","113500","113500","113100","113100","113400","113500","113000","113000"
"2972","20230509","84000","84100","83200","83200","83547.3945","1209","101008800","84000","84100","83600","83700","83700","83800","83200","83200"
"2979","20230509","138400","138400","135900","136400","136777.179","1503","205576100","138400","138400","135900","137000","137000","137400","136400","136400"
"2989","20230509","118900","119000","118100","118100","118371.5105","1046","123816600","118900","119000","118100","118100","118200","118500","118100","118100"
"3226","20230509","660000","660000","654000","655000","656564.4699","1047","687423000","660000","660000","654000","656000","657000","659000","654000","655000"
"3234","20230509","153800","154000","151100","151300","151979.2927","6249","949718600","153800","154000","152100","152500","152500","153100","151100","151300"
"3249","20230509","156400","159000","154900","155700","156455.3686","8382","1311408900","156400","157300","154900","157200","157100","159000","155600","155700"
"3269","20230509","352000","354500","350000","352000","352176.7548","3932","1384759000","352000","353000","350000","352000","353000","354500","351500","352000"
"3278","20230509","213300","213600","210600","210800","211762.4107","2240","474347800","213300","213400","210900","212500","212500","213600","210600","210800"
"3279","20230509","402000","402500","396500","396500","397943.7138","1901","756491000","402000","402500","397500","397500","398000","400000","396500","396500"
"3281","20230509","156000","156900","154000","154200","154883.6067","16220","2512212100","156000","156000","154800","155700","155700","156900","154000","154200"
"3282","20230509","340000","340000","337000","338500","338680.5797","1725","584224000","340000","340000","337000","337500","337500","340000","337500","338500"
"3283","20230509","315000","316000","310500","313500","313506.5077","8682","2721863500","315000","315500","310500","313500","314500","316000","312000","313500"
"3287","20230509","730000","733000","726000","726000","729253.6313","895","652682000","730000","733000","727000","730000","730000","732000","726000","726000"
"3290","20230509","240100","240200","237700","237700","238619.0107","1031","246016200","240100","240200","237900","239400","239800","239800","237700","237700"
"3292","20230509","157200","158400","156400","157100","157333.2653","5387","847554300","157200","157700","156400","157400","157700","158400","156500","157100"
"3295","20230509","156600","156800","155000","155300","155904.8312","3436","535689000","156600","156700","155400","156200","156000","156800","155000","155300"
"3296","20230509","324000","326000","322000","323000","324025.6228","1405","455256000","324000","325500","322000","325000","325500","326000","323000","323000"
"3309","20230509","77600","78900","77100","78500","78321.6432","22201","1738818800","77600","78400","77100","78300","78500","78900","78300","78500"
"3451","20230509","130100","130500","129500","129600","130014.1365","1245","161867600","130100","130500","129700","129700","130200","130400","129500","129600"
"3453","20230509","243700","244300","242100","242100","242664.0262","1376","333905700","243700","244300","242100","242800","243300","243600","242100","242100"
"3455","20230509","164800","166300","163900","165000","165223.7027","713","117804500","164800","165500","163900","165100","165500","166300","164500","165000"
"3459","20230509","118200","118800","117800","118300","118351.0101","990","117167500","118200","118600","117800","118300","118600","118800","117800","118300"
"3462","20230509","161900","162400","160400","161300","161484.5374","10257","1656346900","161900","162400","160400","161500","161600","162200","160800","161300"
"3463","20230509","108300","108300","106600","106600","107267.9568","1111","119174700","108300","108300","106800","107500","107300","107900","106600","106600"
"3466","20230509","163900","164800","162500","164000","163872.5907","3528","578142500","163900","164400","162500","163800","163800","164800","163200","164000"
"3468","20230509","56100","56400","56000","56000","56145.758","3984","223684700","56100","56400","56000","56100","56100","56400","56000","56000"
"3470","20230509","128600","128800","128000","128000","128337.0667","750","96252800","128600","128800","128300","128500","128400","128600","128000","128000"
"3471","20230509","523000","533000","520000","532000","529623.3583","2132","1129157000","523000","530000","520000","528000","531000","533000","529000","532000"
"3472","20230509","68000","68300","67300","67900","67851.0559","1610","109240200","68000","68000","67300","67700","68000","68300","67900","67900"
"3476","20230509","46100","46200","45650","45650","45876.9376","7419","340361000","46100","46200","45900","46100","46200","46200","45650","45650"
"3481","20230509","422000","427000","419000","423000","423550.6982","1647","697588000","422000","424500","419000","423000","423000","427000","423000","423000"
"3487","20230509","186600","189000","185800","187600","187662.4008","2016","378327400","186600","187900","185800","187400","187800","189000","187500","187600"
"3488","20230509","109800","110200","109400","109600","109831.2834","748","82153800","109800","110200","109400","110000","110000","110200","109600","109600"
"3492","20230509","91900","92400","91400","91700","91889.3851","4456","409459100","91900","92000","91400","91700","91900","92400","91700","91700"
"3493","20230509","138700","141600","138200","140600","140475.1802","1942","272802800","138700","140900","138200","140500","140700","141600","140500","140600"
"8951","20230509","565000","565000","558000","559000","560455.1368","5227","2929499000","565000","565000","560000","562000","563000","565000","558000","559000"
"8952","20230509","543000","543000","539000","539000","540480.0904","3541","1913840000","543000","543000","539000","540000","540000","542000","539000","539000"
"8953","20230509","99800","100600","98700","99800","99863.4103","27341","2730365500","99800","100500","98700","100200","100400","100600","99400","99800"
"8954","20230509","180000","181300","178500","179300","179751.6466","7561","1359102200","180000","180700","178500","179900","180300","181300","178600","179300"
"8955","20230509","354500","355000","349000","350000","351558.8374","2116","743898500","354500","355000","351500","353000","352500","353500","349000","350000"
"8956","20230509","132000","132000","130600","130700","131149.6634","2525","331152900","132000","132000","131100","131100","131100","131700","130600","130700"
"8957","20230509","184700","184700","182200","182300","183039.2232","1828","334595700","184700","184700","182700","183200","183200","183800","182200","182300"
"8958","20230509","105400","105400","104300","104500","104827.4506","5672","594581300","105400","105400","104700","104800","104900","105300","104300","104500"
"8960","20230509","151300","151800","150200","150200","150731.2533","5737","864745200","151300","151800","150200","150900","151200","151800","150200","150200"
"8961","20230509","72400","72400","71400","71600","71699.5984","4731","339210800","72400","72400","71700","71900","71900","71900","71400","71600"
"8963","20230509","59000","59200","58400","58700","58749.0018","30956","1818634100","59000","59200","58500","58800","59000","59000","58400","58700"
