"SC","日付","始値","高値","安値","終値","VWAP","出来高","売買代金","前場始値","前場高値","前場安値","前場終値","後場始値","後場高値","後場安値","後場終値"
"2971","20231222","114900","115500","114400","115500","114930.8564","794","91255100","114900","115200","114400","114900","114900","115500","114700","115500"
"2972","20231222","89800","90300","89500","90300","89981.2724","1116","100419100","89800","90000","89500","89800","89800","90300","89600","90300"
"2979","20231222","118300","118500","117400","118200","117912.5059","2119","249856600","118300","118500","117400","117900","118000","118200","117600","118200"
"2989","20231222","123200","124600","123000","124400","123769.1525","590","73023800","123200","124300","123000","123700","123500","124600","123500","124400"
"3226","20231222","594000","598000","592000","598000","595835.2223","1147","683423000","594000","598000","592000","595000","595000","598000","593000","598000"
"3234","20231222","136900","138400","136900","138300","137882.7425","2567","353945000","136900","138000","136900","137700","137500","138400","137300","138300"
"3249","20231222","135200","136100","134700","135700","135342.3479","4685","634078900","135200","136100","134900","135100","135100","135700","134700","135700"
"3269","20231222","319500","320500","315500","318000","317581.5603","2256","716464000","319500","320500","316500","316500","316500","318500","315500","318000"
"3279","20231222","385000","385500","380500","382500","382510.5549","1658","634202500","385000","385500","381500","382000","381500","383000","380500","382500"
"3281","20231222","135400","137400","134800","137100","136515.0172","9902","1351771700","135400","136100","134800","135900","135900","137400","135600","137100"
"3282","20231222","317000","318000","314000","317500","316311.3419","1781","563350500","317000","318000","314000","315500","315500","318000","315000","317500"
"3283","20231222","259000","262700","258500","262400","261016.9037","4993","1303257400","259000","261200","258500","260000","260000","262700","259000","262400"
"3287","20231222","576000","579000","569000","572000","573214.3514","1087","623084000","576000","579000","573000","573000","573000","574000","569000","572000"
"3290","20231222","262600","263700","261000","263700","262908.1498","454","119360300","262600","263000","261000","262200","262600","263700","262400","263700"
"3292","20231222","138000","138700","137800","138600","138322.4877","4060","561589300","138000","138700","137800","138300","138300","138700","137900","138600"
"3295","20231222","146900","147400","146300","147400","147010.0607","2634","387224500","146900","147400","146300","146700","146800","147400","146600","147400"
"3296","20231222","339000","343500","338000","343000","341244.4226","1524","520056500","339000","340500","338000","340000","340500","343500","340500","343000"
"3309","20231222","79800","79800","76200","76200","76754.9776","19457","1493421600","79800","79800","76500","77000","76900","77100","76200","76200"
"3451","20231222","134200","135100","133900","135100","134511.1111","567","76267800","134200","134400","133900","134300","134400","135100","134300","135100"
"3455","20231222","137400","137800","136700","137500","137275.6219","804","110369600","137400","137800","137100","137200","137400","137500","136700","137500"
"3459","20231222","108700","109200","108500","109200","108880.0287","696","75780500","108700","109200","108500","108800","108800","109200","108600","109200"
"3462","20231222","161800","162700","160700","161600","161486.8891","7284","1176270500","161800","162700","160900","161200","161200","162000","160700","161600"
"3463","20231222","107500","107700","106700","107200","107156.8326","2210","236816600","107500","107600","106700","107600","107700","107700","107000","107200"
"3466","20231222","147700","148400","146800","148400","147852.4968","3905","577364000","147700","148100","146800","147400","147800","148400","147400","148400"
"3468","20231222","57000","57100","56600","57000","56868.6828","5208","296172100","57000","57100","56700","56800","56800","57000","56600","57000"
"3470","20231222","123400","123700","122900","123600","123336.2245","1176","145043400","123400","123700","122900","123500","123600","123700","123100","123600"
"3471","20231222","445000","446500","441500","446000","444491.2587","1144","508498000","445000","445500","441500","444500","444500","446500","443000","446000"
"3472","20231222","69900","70400","68600","70400","69587.5702","1247","86775700","69900","69900","68600","69200","69200","70400","69200","70400"
"3476","20231222","42900","43000","42700","42850","42797.1973","6030","258067100","42900","43000","42700","42800","42750","42850","42700","42850"
"3481","20231222","363000","364500","360500","364500","362833.5725","1394","505790000","363000","363500","360500","362500","363000","364500","361500","364500"
"3487","20231222","153600","154200","152500","153800","153373.3683","2482","380672700","153600","154200","152600","153500","153500","153800","152500","153800"
"3488","20231222","115400","116400","115400","116400","115990.9859","355","41176800","115400","116200","115400","116100","116300","116400","115500","116400"
"3492","20231222","96800","97800","96800","97800","97338.6243","2268","220764000","96800","97500","96800","97300","97300","97800","97000","97800"
