"SC","日付","始値","高値","安値","終値","VWAP","出来高","売買代金","前場始値","前場高値","前場安値","前場終値","後場始値","後場高値","後場安値","後場終値"
"2971","20240124","122200","122900","121200","121200","121746.3192","1535","186880600","122200","122900","121700","122100","122300","122300","121200","121200"
"2972","20240124","92100","92400","91800","92100","92093.9024","656","60413600","92100","92400","92000","92100","92000","92400","91800","92100"
"2979","20240124","120700","121200","119800","120100","120155.2141","3059","367554800","120700","121200","120000","120500","120100","120500","119800","120100"
"2989","20240124","129000","129200","128300","128600","128770.6485","1172","150919200","129000","129200","128300","128800","129000","129100","128600","128600"
"3226","20240124","606000","616000","606000","609000","611176.7956","905","553115000","606000","616000","606000","613000","613000","613000","608000","609000"
"3234","20240124","141100","141200","140400","140400","140718.207","3246","456771300","141100","141200","140500","140900","140900","141000","140400","140400"
"3249","20240124","141700","141700","139700","139700","140375.771","5188","728269500","141700","141700","140800","140900","140800","141000","139700","139700"
"3269","20240124","332500","334000","329000","330000","331152.5465","2042","676213500","332500","334000","331000","332500","332500","332500","329000","330000"
"3279","20240124","410500","411500","409000","410500","410388.0734","2180","894646000","410500","411500","409000","410500","410500","411500","409000","410500"
"3281","20240124","138000","138300","136800","137000","137307.6566","9273","1273253900","138000","138300","137100","137600","137600","137800","136800","137000"
"3282","20240124","321500","322000","317500","317500","319206.034","1939","618940500","321500","322000","320000","322000","321000","321500","317500","317500"
"3283","20240124","281200","281200","276600","277300","277947.0026","3870","1075654900","281200","281200","278100","278900","277700","278600","276600","277300"
"3287","20240124","538000","540000","532000","532000","534575.2754","1634","873496000","538000","540000","535000","536000","535000","536000","532000","532000"
"3290","20240124","272500","272500","270800","271000","271473.2535","501","136008100","272500","272500","271000","271900","271600","272100","270800","271000"
"3292","20240124","141800","142300","141500","141800","141896.936","4047","574256900","141800","142300","141800","142200","142200","142200","141500","141800"
"3295","20240124","157000","157200","155700","156000","156356.2249","2739","428259700","157000","157200","156500","156900","156700","156900","155700","156000"
"3296","20240124","343000","345500","342500","342500","343496.0272","881","302620000","343000","345500","343000","345000","345000","345000","342500","342500"
"3309","20240124","78300","78800","78200","78300","78428.6268","5673","444925600","78300","78800","78200","78600","78800","78800","78300","78300"
"3451","20240124","140500","140700","140000","140100","140348.8789","446","62595600","140500","140700","140300","140400","140400","140500","140000","140100"
"3455","20240124","138700","139300","138000","138000","138600.1513","1322","183229400","138700","139300","138700","138900","139000","139000","138000","138000"
"3459","20240124","111500","111700","111100","111100","111271.9277","830","92355700","111500","111700","111100","111400","111500","111500","111100","111100"
"3462","20240124","163700","163800","161800","161800","162275.3707","6204","1006756400","163700","163800","162500","162500","162400","162500","161800","161800"
"3463","20240124","121100","123100","120800","121100","121993.6745","3146","383792100","121100","123100","121100","122900","122900","122900","120800","121100"
"3466","20240124","151500","152900","150500","150800","151440.3593","3340","505810800","151500","152900","151400","152100","151700","152100","150500","150800"
"3468","20240124","60000","60500","59900","60100","60163.0288","5910","355563500","60000","60500","59900","60300","60200","60300","60000","60100"
"3470","20240124","124800","124900","124300","124800","124662.8518","533","66445300","124800","124900","124500","124700","124700","124900","124300","124800"
"3471","20240124","467500","469500","465000","465500","466870.5141","1031","481343500","467500","469500","465500","468500","469000","469500","465000","465500"
"3472","20240124","72800","74300","72800","72800","73505.7167","1207","88721400","72800","74300","72800","74300","74000","74200","72800","72800"
"3476","20240124","45450","45700","45150","45200","45347.7167","4314","195630050","45450","45700","45400","45500","45400","45400","45150","45200"
"3481","20240124","385000","386000","380000","380000","382324.8197","1664","636188500","385000","386000","382500","383500","383000","383500","380000","380000"
"3487","20240124","156000","156100","154800","154800","155119.7254","1384","214685700","156000","156100","155400","155500","155500","155500","154800","154800"
"3488","20240124","120900","121200","120000","120100","120433.5907","518","62384600","120900","121200","120600","120700","120600","120700","120000","120100"
"3492","20240124","105200","105400","104400","104700","104790.6499","1508","158024300","105200","105400","104800","105000","105000","105000","104400","104700"
"3493","20240124","130500","130700","128600","128600","129327.4763","1474","190628700","130500","130700","129800","130000","129600","129800","128600","128600"
"8951","20240124","605000","607000","598000","599000","601696.3582","4311","2593913000","605000","607000","603000","603000","603000","604000","598000","599000"
"8952","20240124","572000","574000","566000","567000","569204.7729","3897","2218191000","572000","574000","570000","571000","570000","571000","566000","567000"
