"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"25935","48200","3800","100","-","482"
"9282","1089","-151","-","-","-"
"9284","4427","289","-","-","-"
"9285","2019","25","-","-","-"
"9286","21069","2186","58","-2","363.26"
"9287","14943","1788","16","16","933.94"
"94345","-","-","-","-","-"
