"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"25935","13100","-300","2200","-8700","5.95"
"9282","1343","-5","-","-","-"
"9284","5412","153","-","-","-"
"9285","2160","-21","-","-","-"
"9286","16413","404","10","6","1641.3"
"9287","5162","-79","-","-","-"
"94345","-","-","-","-","-"
